DBA_Name,Facility_Type,Risk,Address,State,Zip,Inspection_Type,Latitude,Longitude,Results
STARBUCKS COFFEE #2370,Restaurant,Risk 2 (Medium),1602 N Wells ST ,IL,60614.0,Complaint Re-Inspection,41.91125520897576,-87.63486072587239,Pass
STAR LIGHT FOOD MARKET,Grocery Store,Risk 1 (High),211 W 22ND PL ,IL,60616.0,Canvass,41.85205251979716,-87.63250528112087,Fail
JEWEL FOOD STORE #3210,Grocery Store,Risk 1 (High),1210 N CLARK ST ,IL,60610.0,Complaint,41.90426522825603,-87.63160329458952,Pass
THAI LAGOON RESTAURANT,Restaurant,Risk 1 (High),2322 W NORTH AVE ,IL,60647.0,Canvass,41.91045086472163,-87.68577178122378,Fail
FIRST CHURCH OF LOVE AND FAITH,Daycare (2 - 6 Years),Risk 1 (High),2140 W 79TH ST ,IL,60620.0,Canvass Re-Inspection,41.75028909449943,-87.67719607512306,Pass
TAQUERIA JAMAY,Restaurant,Risk 1 (High),2500 W 51ST ST ,IL,60632.0,Canvass,41.80122254666395,-87.686745425122,Pass
MARY'S FOOD AND GROCERY STORE,Restaurant,Risk 1 (High),1901 S CANALPORT AVE ,IL,60616.0,Canvass,41.85666310572283,-87.64178573004398,Pass
HOMIES KITCHEN,Restaurant,Risk 2 (Medium),6859 S LOOMIS BLVD ,IL,60636.0,Canvass,41.76871573470448,-87.65892185598541,Pass w/ Conditions
"ACE'S SOUL FOOD CAFE, INC.",Restaurant,Risk 1 (High),432 E 63RD ST ,IL,60637.0,Canvass,41.78037142154735,-87.61435452532793,Fail
LA ESTRELLA,Grocery Store,Risk 1 (High),3835 W 26TH ST ,IL,60623.0,Canvass,41.84418808030004,-87.72094986894369,Fail
TOM'S RESTAURANT,Restaurant,Risk 1 (High),2701 E 130TH ST ,IL,60633.0,Canvass,41.659086973031975,-87.55801287720026,Pass w/ Conditions
JOHN'S PLACE,Restaurant,Risk 1 (High),2132 W ROSCOE ST ,IL,60618.0,Canvass,41.94328079486432,-87.6821529823533,Pass w/ Conditions
TIFFIN,Restaurant,Risk 1 (High),2536 W DEVON AVE ,IL,60659.0,Canvass Re-Inspection,41.99777364797605,-87.69377670452054,Pass
JOHNNY'S FOODS,Grocery Store,Risk 3 (Low),7154-7158 S ASHLAND AVE ,IL,60636.0,Canvass,41.76325894436828,-87.66388689201538,Pass w/ Conditions
JOE'S GRILL,Restaurant,Risk 1 (High),5102 S RACINE AVE ,IL,60609.0,Short Form Complaint,41.80130138916203,-87.65520166843382,Pass
FOREST VIEW BAKERY,Bakery,Risk 1 (High),6454 N MILWAUKEE AVE ,IL,60631.0,Canvass,41.99853733595623,-87.78913614272966,Fail
JIMMY JOHN'S,Restaurant,Risk 1 (High),6 E MADISON ST ,IL,60602.0,Canvass,41.88216757035807,-87.62765157566757,Pass
GORDITAS SANTIAGO,Restaurant,Risk 1 (High),3825 W 63RD ST ,IL,60629.0,Canvass,41.77860715611151,-87.71888742431345,Pass
CASA CENTRAL COMMUNITY SERVICE,Restaurant,Risk 1 (High),1343 N CALIFORNIA AVE ,IL,60622.0,Canvass,41.90598597077873,-87.69680735572291,Pass
HALSTED FOOD & FRESH MEAT,Grocery Store,Risk 2 (Medium),5058 S HALSTED ST ,IL,60609.0,License,41.80162841617951,-87.645492014632,Fail
SUBWAY,Restaurant,Risk 1 (High),1529 N WELLS ST ,IL,60610.0,Canvass Re-Inspection,41.91002560078197,-87.63452807078373,Pass
TWISTED SPOKE,Restaurant,Risk 1 (High),501 N OGDEN AVE ,IL,60642.0,Short Form Complaint,41.89103918038821,-87.65887051919977,Pass
COFFEE CHICAGO,Restaurant,Risk 2 (Medium),5256 N BROADWAY ,IL,60640.0,Canvass,41.97799421086391,-87.66006120070982,Fail
HARVESTIME FOODS,Grocery Store,Risk 1 (High),2632 W LAWRENCE AVE ,IL,60625.0,Canvass,41.9686702258988,-87.69516274750163,Pass
CASA HERNANDEZ,Grocery Store,Risk 1 (High),1725 W LUNT ,IL,60626.0,Complaint,42.00889670936706,-87.67331123054234,Pass
SUBWAY,Restaurant,Risk 1 (High),1020 W BELMONT AVE ,IL,60657.0,Canvass,41.94000649266254,-87.65501149012334,Pass w/ Conditions
BARNEY'S PIZZA,Restaurant,Risk 1 (High),5648 W CHICAGO AVE ,IL,60651.0,Complaint,41.89493600584935,-87.767324234848,Pass
SHARKS FISH AND CHICKEN,Restaurant,Risk 2 (Medium),447 E 63RD ST ,IL,60637.0,Canvass,41.780161576495935,-87.61380513050852,Pass w/ Conditions
MELLOS CARRY OUTS,Restaurant,Risk 1 (High),2100 N CLARK ST ,IL,60614.0,Complaint,41.92021199673701,-87.63738590050112,Pass w/ Conditions
RODRIGUEZ FRUITS & VEGETABLE,Grocery Store,Risk 1 (High),2458 S ST LOUIS AVE ,IL,60623.0,Canvass Re-Inspection,41.84632986093311,-87.71255139973057,Pass
AI JAPANESE RESTAURANT,Restaurant,Risk 1 (High),358 W ONTARIO ST ,IL,60654.0,Canvass,41.8932464758799,-87.6378702999609,Fail
FRANCONELLO,Restaurant,Risk 1 (High),10222 S WESTERN AVE ,IL,60643.0,Canvass Re-Inspection,41.7074831570076,-87.68180197701841,Pass
The Bar B Que Zone,Restaurant,Risk 1 (High),3309 E 106th street ,IL,60617.0,Canvass,41.70265064291392,-87.5433738886682,Pass
RENAISSANCE CHICAGO O'HARE HOTEL,Restaurant,Risk 2 (Medium),8500 W BRYN MAWR AVE ,IL,60631.0,Canvass,41.98118072487807,-87.8391675577046,Pass
HERNANDEZ ENTERPRISES INC,Bakery,Risk 1 (High),6975 N CLARK ST ,IL,60626.0,Canvass,42.00877825384109,-87.673763668346,Fail
LOS  ALTOS,Restaurant,Risk 1 (High),1848 W 47TH ST ,IL,60609.0,Canvass,41.808646761324674,-87.67177751483541,Fail
LOS CANDILES,Restaurant,Risk 1 (High),2624 S CENTRAL PARK AVE ,IL,60623.0,Canvass,41.843607808183066,-87.71491198676044,Fail
SUPER MERCADO LA CHIQUITA,Grocery Store,Risk 1 (High),3555 W 26TH ST ,IL,60623.0,Canvass,41.84427912373934,-87.71455376627723,Pass
DANNY'S FRESH MARKET,Grocery Store,Risk 1 (High),2140 N WESTERN AVE ,IL,60647.0,Canvass,41.921096268018296,-87.687671012922,Fail
OWEN & ENGINE,Restaurant,Risk 1 (High),2700 N WESTERN AVE ,IL,60647.0,Canvass,41.930439804510335,-87.68799105379475,Fail
A LITTLE GENIUS ACADEMY,Daycare (2 - 6 Years),Risk 1 (High),7322 S DAMEN AVE ,IL,60636.0,License,41.760441801038816,-87.67356524355162,Fail
COCO RESTAURANT,Restaurant,Risk 1 (High),2723 W DIVISION ST ,IL,60622.0,Canvass,41.90282850250578,-87.69537805242132,Fail
CARAVAN,Restaurant,Risk 1 (High),4810 N BROADWAY ,IL,60640.0,License-Task Force,41.96935748217429,-87.65982656853042,Fail
TAQUERIA ZAPATA,Restaurant,Risk 1 (High),4742 N KIMBALL AVE ,IL,60625.0,Canvass,41.96785571643644,-87.71349722293819,Fail
GEO'S HOT DOG,Restaurant,Risk 2 (Medium),2612 S KEDZIE AVE ,IL,60623.0,Canvass,41.84408464433586,-87.70517688607754,Fail
TAQUERIA SANTA RITA,Restaurant,Risk 1 (High),2752 W LAWRENCE AVE ,IL,60625.0,Canvass,41.968644613011605,-87.69828568537154,Pass w/ Conditions
EDISON PARK ELEMENTARY SCHOOL,School,Risk 1 (High),6220 N Olcott (7500W) ,IL,60631.0,Canvass,41.994228115372266,-87.81380813707689,Fail
FIRKIN AND PHEASANT,Restaurant,Risk 1 (High),670 W DIVERSEY PKWY ,IL,60614.0,Canvass,41.932883864695405,-87.64627175168745,Fail
MARATHON FUEL & MINI MART,GAS STATION,Risk 3 (Low),126-132 E 75TH ST ,IL,60619.0,License Re-Inspection,41.75842335983953,-87.62035100779019,Fail
SHARKS FISH & CHICKEN,Restaurant,Risk 2 (Medium),101 E 51ST ST ,IL,60615.0,Short Form Complaint,41.80189221533366,-87.62256558837282,Pass
ELI'S GRAB-N-GO,Restaurant,Risk 2 (Medium),6652 S LANGLEY AVE ,IL,60637.0,Complaint,41.77335694617281,-87.60837592192955,Pass w/ Conditions
TAQUERIA MORELOS,Restaurant,Risk 1 (High),5958 W DIVERSEY AVE ,IL,60639.0,License,41.93124981809584,-87.7759069982422,Fail
SUPERMERCADO ALEX,Grocery Store,Risk 1 (High),4134 W 31ST ST ,IL,60623.0,Canvass Re-Inspection,41.83694723806809,-87.72814236323782,Pass
PAPA ROMEO'S PIZZA,Restaurant,Risk 2 (Medium),1617 W IRVING PARK RD ,IL,60613.0,Canvass,41.95417032399312,-87.66978810728348,Pass
ELSTON CHICKEN POULTRY,Grocery Store,Risk 2 (Medium),4350 N ELSTON AVE ,IL,60641.0,Complaint,41.95979066935908,-87.72826314625368,Fail
Curie Metro. (H/S),School,Risk 1 (High),4959 S Archer ,IL,60632.0,Canvass,41.80304614636567,-87.72200673357936,Pass
EL GALLO BRAVO,Restaurant,Risk 1 (High),4503 N Kedzie AVE ,IL,60625.0,License,41.96315679416602,-87.70815959668909,Fail
PARK HOUSE NURSING & REHABILITATION CENTER,Long Term Care,Risk 1 (High),2320 S LAWNDALE AVE ,IL,60623.0,Canvass Re-Inspection,41.849156197385824,-87.71751181796799,Pass
FLO & SANTO,Restaurant,Risk 1 (High),1310 S WABASH AVE ,IL,60605.0,Canvass Re-Inspection,41.86539975663988,-87.62593556962943,Pass
PIZZA HUT #405039,Restaurant,Risk 2 (Medium),4925 W NORTH AVE ,IL,60639.0,Canvass,41.90946997358203,-87.74966585106277,Pass
BIRRERIA LA BARCA JAL,Restaurant,Risk 1 (High),4304 W 26TH ST ,IL,60623.0,Canvass Re-Inspection,41.844270979860575,-87.73126846347954,Pass w/ Conditions
UMI,Restaurant,Risk 1 (High),2845 W IRVING PARK RD ,IL,60618.0,Complaint Re-Inspection,41.95385497271024,-87.7000724672253,Pass
PARK HOUSE NURSING & REHABILITATION CENTER,Long Term Care,Risk 1 (High),2320 S LAWNDALE AVE ,IL,60623.0,Canvass,41.849156197385824,-87.71751181796799,Fail
AL'S BEEF,Restaurant,Risk 1 (High),601 W ADAMS ST ,IL,60661.0,Canvass,41.879163618039705,-87.64264995953803,Pass
"JIMENEZ RESTAURANT, INCORPORATED",Restaurant,Risk 1 (High),5716 W DIVERSEY AVE ,IL,60639.0,Canvass,41.931342018106,-87.76946867561927,Fail
CHICAGO  AVE  FOOD MARKET,Grocery Store,Risk 2 (Medium),5606 W CHICAGO AVE ,IL,60651.0,Canvass,41.89495816541706,-87.76571810860544,Fail
TACO BURRITO KING,Restaurant,Risk 1 (High),5501 N HARLEM AVE ,IL,60656.0,Complaint Re-Inspection,41.981149750498034,-87.8068092983915,Pass
UNITED EDUCATIONAL CULTURAL ACADEMY,1023-CHILDREN'S SERVICES FACILITY,Risk 1 (High),1236 -1242 W 103RD ST ,IL,60643.0,License Re-Inspection,41.70692838430645,-87.65390483088132,Pass
LIL JJ'S FISH CHICKEN & MORE,Restaurant,Risk 2 (Medium),2856 W ROOSEVELT RD ,IL,60612.0,Consultation,41.86659208267157,-87.69819577390969,Fail
ST. RICHARD SCHOOL,School,Risk 1 (High),5025 S KENNETH AVE ,IL,60632.0,Canvass,41.80148216692898,-87.73427404346943,Pass
SUPERMERCADO ALEX,Grocery Store,Risk 1 (High),4134 W 31ST ST ,IL,60623.0,Canvass,41.83694723806809,-87.72814236323782,Fail
SUBWAY,Restaurant,Risk 1 (High),1642 E 55TH ST ,IL,60615.0,Canvass,41.79532491787496,-87.58500900567579,Pass w/ Conditions
MORRY'S DELI,Restaurant,Risk 1 (High),5500 S CORNELL AVE ,IL,60637.0,Complaint,41.795119210139816,-87.5855552597703,Pass
TEA ROOM,Restaurant,Risk 1 (High),105 -111 E DELAWARE PL ,IL,60611.0,Tag Removal,41.89907578039764,-87.62580952351013,Pass w/ Conditions
CARL VON LINNE ELEMENTARY SCHOOL,School,Risk 1 (High),3221 N SACRAMENTO BLVD ,IL,60618.0,Canvass,41.94001885475702,-87.70259824915517,Pass
SUBWAY,Restaurant,Risk 1 (High),4030 W ROOSEVELT RD ,IL,60624.0,Canvass,41.86626525582744,-87.72633060161976,Pass
IL MULINO NEW YORK,Restaurant,Risk 1 (High),1150 N DEARBORN ST ,IL,60610.0,Complaint,41.90332869757422,-87.63011521400465,Fail
S & L ENTERPRISES L T D,Restaurant,Risk 1 (High),5454 N HARLEM AVE ,IL,60656.0,Canvass,41.979836274250594,-87.80712741724709,Fail
EL BARZON RESTAURANT INC,Restaurant,Risk 1 (High),3002 S PULASKI RD ,IL,60623.0,Canvass,41.838571723634,-87.72454334680803,Pass w/ Conditions
BORICUA AMVETS POST NUMBER 37,Restaurant,Risk 1 (High),2614 W FULLERTON AVE ,IL,60647.0,License,41.92495927938249,-87.6932175858971,Fail
NEOPOLITAN LIGHTHOUSE,Shelter,Risk 2 (Medium),713 N SPAULDING AVE ,IL,60624.0,Suspected Food Poisoning,41.89413537724032,-87.70880783192841,Pass
G & G 59TH ST INC,Restaurant,Risk 1 (High),24 E ADAMS ST ,IL,60603.0,Canvass,41.87961077820512,-87.62685551466794,Pass
NEW ARCHVIEW RESTAURANT INC,Restaurant,Risk 1 (High),3480 S ARCHER AVE ,IL,60608.0,Canvass,41.83069228369247,-87.67740468176113,Fail
WEE CARE DAYCARE PRESCHOOL,Children's Services Facility,Risk 1 (High),2816 N PINE GROVE AVE ,IL,60657.0,License Re-Inspection,41.93338833908597,-87.64150908483721,Pass
ARIEL ACADEMY/NORTH KENWOOD OAKLAND SCHOOL,School,Risk 1 (High),1119 E 46th ST (4600S) ,IL,60653.0,Canvass Re-Inspection,41.81133445243728,-87.5985002984097,Pass
CYRANO'S BISTROT AND WINE BAR,Restaurant,Risk 1 (High),546 N WELLS ST ,IL,60654.0,Complaint,41.89220298135984,-87.63422789890869,Fail
LA FIESTA RESTAURANT,Restaurant,Risk 1 (High),3333 W 111TH ST ,IL,60655.0,Canvass Re-Inspection,41.691399886046646,-87.70464634367544,Pass
L & M REDHOTS,Restaurant,Risk 1 (High),5125 W 47TH ST ,IL,60638.0,Canvass,41.80740102109691,-87.75165637026458,Pass
LaSalle,School,Risk 1 (High),1734 N Orleans (340W) ,IL,60614.0,Canvass,41.91388230404145,-87.63760107294058,Pass
"BEST CROUTONS, LLC",Wholesale,Risk 3 (Low),1140 S WASHTENAW ST ,IL,60612.0,License Re-Inspection,41.867117754426594,-87.69359344115101,Fail
WEE CARE DAYCARE PRESCHOOL,Daycare (Under 2 Years),Risk 1 (High),2816 N PINE GROVE AVE ,IL,60657.0,License,41.93338833908597,-87.64150908483721,Fail
THE WOODLAWN ORGANIZATION,Daycare (2 - 6 Years),Risk 1 (High),950 E 61ST ST ,IL,60637.0,License Re-Inspection,41.78420897848061,-87.60238292698212,Pass
BILLY GOAT TAVERN,Restaurant,Risk 1 (High),330 S WELLS ST ,IL,60606.0,Canvass,41.87736776237397,-87.63385356749126,Pass
BIRRERIA LA BARCA JAL,Restaurant,Risk 1 (High),4304 W 26TH ST ,IL,60623.0,Canvass,41.844270979860575,-87.73126846347954,Fail
SOUTH COAST,Restaurant,Risk 1 (High),1700 S MICHIGAN AVE ,IL,60616.0,Complaint,41.85899630014676,-87.62410566978502,Fail
TOKYO 21,Restaurant,Risk 1 (High),1400 N WELLS ST ,IL,60610.0,Canvass Re-Inspection,41.90773847735842,-87.63475461836646,Pass w/ Conditions
MCDONALDS,Restaurant,Risk 2 (Medium),7832 S WESTERN AVE ,IL,60620.0,Complaint Re-Inspection,41.75093165729936,-87.68301753189527,Pass
AMP Food Mart,Grocery Store,Risk 2 (Medium),2838 W ROOSEVELT RD ,IL,60612.0,Canvass,41.86660247749348,-87.69737609001697,Pass w/ Conditions
New Field Elementary School,School,Risk 1 (High),1707 W Morse AVE ,IL,60626.0,Canvass,42.00767532654227,-87.67315752708828,Pass
"SODEXO AMERICA, LLC",School,Risk 1 (High),1010 N NOBLE ST ,IL,60642.0,Canvass,41.900194799494656,-87.66266462288189,Pass
WINDY CITY PRODUCE MART,Grocery Store,Risk 1 (High),3340 N PULASKI RD ,IL,60641.0,Canvass,41.942002666379146,-87.72741980782736,Pass
SUPERMERCADO CUAUHTEMOC INC,Grocery Store,Risk 1 (High),2502-2506 S KEDZIE AVE ,IL,60623.0,Canvass Re-Inspection,41.846185064906095,-87.70523748426983,Pass w/ Conditions
TRATTORIA PIZZERIA ROMA,Restaurant,Risk 1 (High),1535 N WELLS ST ,IL,60610.0,Canvass,41.91018952506366,-87.6345331666366,Fail
KILMER  ELEMENTARY,School,Risk 1 (High),6700 N GREENVIEW AVE ,IL,60626.0,Canvass,42.003676220369776,-87.66826025653212,Fail
CERMAK PRODUCE NO.4,Grocery Store,Risk 1 (High),2701 W NORTH AVE ,IL,60647.0,Complaint,41.91013224041429,-87.6946003938662,Pass w/ Conditions
7 ELEVEN #33809J,Grocery Store,Risk 2 (Medium),6801 N Sheridan RD ,IL,60626.0,License,42.00561787658474,-87.66078593720823,Fail
SIR CHICKEN,Restaurant,Risk 2 (Medium),3633 W 16TH ST ,IL,60623.0,Complaint Re-Inspection,41.85885038081396,-87.71636125603806,Pass w/ Conditions
JUBBA RESTAURANT INC.,Restaurant,Risk 1 (High),236 W DIVISION ST ,IL,60610.0,Complaint,41.90393925863843,-87.63610772554479,Fail
McDONALD'S,Restaurant,Risk 2 (Medium),70 E GARFIELD BLVD ,IL,60615.0,Complaint,41.79479402426513,-87.62291510355041,Pass
ARIEL ACADEMY/NORTH KENWOOD OAKLAND SCHOOL,School,Risk 1 (High),1119 E 46th ST (4600S) ,IL,60653.0,Canvass,41.81133445243728,-87.5985002984097,Fail
EL GALLO BRAVO,Restaurant,Risk 1 (High),3742 W MONTROSE AVE ,IL,60618.0,Canvass Re-Inspection,41.96112751286245,-87.72223919023666,Pass
PRICE,School,Risk 1 (High),4351 S Drexel (900E) ,IL,60653.0,Canvass,41.8153426215672,-87.60387350237015,Pass w/ Conditions
STARBUCK'S COFFEE,Restaurant,Risk 2 (Medium),600 E GRAND AVE ,IL,60611.0,Canvass Re-Inspection,41.89209413686178,-87.61156988394657,Pass
ST. MARY OF THE ANGELS,School,Risk 2 (Medium),1810 N HERMITAGE AVE ,IL,60622.0,Canvass,41.91463435904626,-87.67160356537715,Pass
MILLER'S PUB & RESTAURANT,Restaurant,Risk 1 (High),134 S WABASH AVE ,IL,60603.0,Canvass,41.87994705990922,-87.62629031020357,Fail
DON PEDRO CARNITAS,Restaurant,Risk 1 (High),1113 W 18TH ST ,IL,60608.0,Canvass,41.85788189430625,-87.65389664094738,Pass
LITTLE PEOPLE LEARNING,Daycare (2 - 6 Years),Risk 1 (High),5650 S WOODLAWN AVE ,IL,60637.0,License,41.791761831643065,-87.5966116676222,Pass
HARRY A AKOURIS,Restaurant,Risk 1 (High),7401 S ASHLAND AVE ,IL,60636.0,Canvass Re-Inspection,41.75937054040258,-87.66349252286129,Pass
KING FOOD MART,Grocery Store,Risk 2 (Medium),200 E 43RD ST ,IL,60653.0,Short Form Complaint,41.81667503508579,-87.62132979928587,Pass w/ Conditions
DIM DIM FOOD INC,Restaurant,Risk 1 (High),2820-2822 S WENTWORTH AVE ,IL,60616.0,Short Form Complaint,41.841960624941976,-87.63192408862595,Pass w/ Conditions
ONE SIXTY BLUE,Restaurant,Risk 1 (High),160 N LOOMIS ST ,IL,60607.0,Canvass,41.883991429504206,-87.66252518019941,Pass
"HARAMBEE HOUSE BANQUETS & DUSTIES BUFFETS, INC.",Restaurant,Risk 1 (High),11901 S LOOMIS ST ,IL,60643.0,Complaint Re-Inspection,41.677565550357954,-87.65638236856995,Fail
TAMALES GARIBAY,Restaurant,Risk 1 (High),3859 N KEDZIE AVE ,IL,60618.0,License,41.95201895926,-87.70781673186848,Fail
"PARK FOODSERVICE, L.L.C.",Restaurant,Risk 1 (High),1001 N LAKE SHORE DR ,IL,60611.0,License,41.90090767085536,-87.62402650126215,Fail
CH ' AVA CAFE,Restaurant,Risk 1 (High),4656 N Clark ST ,IL,60640.0,Canvass,41.96691374122208,-87.66723233053568,Fail
NICK'S GYROS,Restaurant,Risk 1 (High),2011 W 63RD ST ,IL,60636.0,Complaint,41.77919934204007,-87.6744184311548,Pass
LINCOLN PARK PIZZA,Restaurant,Risk 2 (Medium),2245 N LINCOLN AVE ,IL,60614.0,Canvass,41.92298375541482,-87.64510759231987,Pass w/ Conditions
BURNHAM ELEMENTARY,School,Risk 1 (High),1903 E 96TH ST FL ,IL,60617.0,Canvass,41.72050221198201,-87.57759489140447,Pass
PLATO LEARNING CENTER,School,Risk 1 (High),5545 W HARRISON ST ,IL,60644.0,Canvass,41.872733134657935,-87.76332483944202,Pass
Inter-American,School,Risk 1 (High),851 W Waveland AVE ,IL,60613.0,Canvass,41.94897645836634,-87.65153745077276,Pass w/ Conditions
BRIGHTON PARK SCHOOL,School,Risk 1 (High),3825 S Washtenaw AVE ,IL,60632.0,Canvass,41.82391374709961,-87.69204069368001,Pass
ZULLO'S INC.,Catering,Risk 1 (High),1103 W Grand AVE ,IL,60642.0,Canvass,41.89099763912712,-87.6547725026918,Pass
LA'RA'S #!,Restaurant,Risk 1 (High),2623 W 63RD ST ,IL,60629.0,License Re-Inspection,41.77906419385747,-87.68950507758903,Fail
ISLA PILIPINA RESTAURANT,Restaurant,Risk 1 (High),2501 W LAWRENCE AVE ,IL,60625.0,Canvass,41.96848268957195,-87.6914089058082,Pass w/ Conditions
THE BAKED TOMATO,Restaurant,Risk 1 (High),4358-4360 N ELSTON AVE ,IL,60641.0,Canvass,41.959951934694594,-87.72849754956722,Fail
PAYLESS GROCERY & FAST FOOD,Grocery Store,Risk 2 (Medium),1542 W 69TH ST ,IL,60636.0,License,41.768671072959705,-87.66318059654577,Fail
OUR LADY OF TEPEYAC HIGH SCHOOL,School,Risk 3 (Low),2228 S WHIPPLE ST ,IL,60623.0,Canvass,41.850934745708415,-87.70169706026569,Fail
THE SILVERSMITH HOTEL & SUITES,Restaurant,Risk 1 (High),10-16 S WABASH AVE ,IL,60603.0,License Re-Inspection,41.88181876616734,-87.62635317290135,Fail
Stevenson Middle School (Branch),School,Risk 1 (High),4350 W 79th St ,IL,60652.0,Canvass,41.74951110524599,-87.73115569328665,Pass
"K & G GOURMET, L.L.C.",Restaurant,Risk 2 (Medium),53 E LAKE ST ,IL,60601.0,Canvass,41.885618984652936,-87.62616146233678,Pass
DOLLAR  GENERAL  STORE#1833,Grocery Store,Risk 3 (Low),3527 W ARMITAGE AVE BLDG ,IL,60647.0,Complaint Re-Inspection,41.91719802983052,-87.71466037219467,Pass w/ Conditions
83RD STREET FOOD MART,Grocery Store,Risk 3 (Low),450 E 83RD ST ,IL,60619.0,License,41.743955363987546,-87.61258755560007,Fail
"50/50 FOOD MART, INC.",Grocery Store,Risk 2 (Medium),5050 W CHICAGO AVE ,IL,60651.0,Canvass,41.89505834621699,-87.75278090465679,Fail
BABYLON EATERY,Restaurant,Risk 1 (High),2023 N DAMEN AVE ,IL,60647.0,Canvass Re-Inspection,41.91848552836334,-87.67749942703408,Pass
HAIRE'S GULF SHRIMP,Restaurant,Risk 2 (Medium),8112 S VINCENNES AVE ,IL,60620.0,Canvass,41.74673355585493,-87.63542066684082,Fail
DAVILA'S RESTAURANT,Restaurant,Risk 1 (High),3614-3616 W 26TH ST ,IL,60623.0,Canvass,41.844484751602685,-87.71549276504395,Pass
TEDINO'S,Restaurant,Risk 1 (High),5335 N SHERIDAN RD ,IL,60640.0,Canvass,41.97918539940176,-87.65491162783847,Pass w/ Conditions
SMAKOWSKI BAKERY BY SMAKOWSKI,Bakery,Risk 1 (High),6744 W BELMONT AVE ,IL,60634.0,Canvass,41.93827752996808,-87.79508859241386,Pass
THAI CLASSIC RESTAURANT,Restaurant,Risk 1 (High),3332 N CLARK ST ,IL,60657.0,Complaint,41.94253238156728,-87.65293397841715,Pass w/ Conditions
OSTIONERIA MAR ABIERTO,Restaurant,Risk 1 (High),3826 W MONTROSE AVE ,IL,60618.0,Complaint,41.96110228136612,-87.72409914118839,Fail
CHOP TOUHY,Restaurant,Risk 1 (High),2931 W TOUHY AVE ,IL,60645.0,Complaint,42.01187856476175,-87.70337002780445,Fail
ARTHUR CANTY ELEMENTARY,School,Risk 1 (High),3740 N Panama AVE ,IL,60634.0,Canvass,41.94799244642825,-87.8293318975799,Pass
COMFORT SUITES,Restaurant,Risk 2 (Medium),320 N MICHIGAN AVE ,IL,60601.0,Canvass,41.88729070630989,-87.62469528319721,Pass
LA MERCED INC,Grocery Store,Risk 1 (High),4335 W 26TH ST ,IL,60623.0,Canvass,41.844032796507406,-87.73243286472002,Pass
GRILL-N-CHILL CAFE,Restaurant,Risk 1 (High),2002 S WENTWORTH AVE ,IL,60616.0,License Re-Inspection,41.85528170377401,-87.63199264229414,Fail
EDWARDS ECC,School,Risk 1 (High),4950 S LAPORTE AVE ,IL,60638.0,Canvass,41.80241340783196,-87.74683344588983,Pass
TOWN DOLLAR STORE,Grocery Store,Risk 3 (Low),7848 S COTTAGE GROVE AVE ,IL,60619.0,License,41.75165789872215,-87.60536200771223,Fail
DIVERSEY DAY CARE CENTER & KINDERGARTEN,Children's Services Facility,Risk 1 (High),3155 W DIVERSEY AVE ,IL,60647.0,Canvass,41.93191841302698,-87.70720963665407,Pass w/ Conditions
COUNTY FAIR FOODS,Grocery Store,Risk 1 (High),10800 S WESTERN AVE ,IL,60643.0,Canvass,41.69723820878015,-87.6814748041818,Fail
"B' GABS GOODIES, LLC",Restaurant,Risk 2 (Medium),6100 S BLACKSTONE AVE ,IL,60637.0,License Re-Inspection,41.78409362252878,-87.59044512289783,Pass
SIR CHICKEN,Restaurant,Risk 2 (Medium),3633 W 16TH ST ,IL,60623.0,Complaint,41.85885038081396,-87.71636125603806,Fail
STREET SIDE CAFE,Restaurant,Risk 1 (High),3201-3203 W ARMITAGE AVE ,IL,60647.0,Canvass Re-Inspection,41.91729149564559,-87.70705160149534,Pass
PRESTIGE CHINESE FOOD,Restaurant,Risk 1 (High),2055 W 79TH ST ,IL,60620.0,Canvass Re-Inspection,41.75009417468001,-87.67535799869749,Pass
ST GREGORY HIGH SCHOOL,School,Risk 1 (High),1677 W BRYN MAWR AVE ,IL,60660.0,Canvass,41.983328484264895,-87.67214091308279,Fail
SHARIF'S FOOD & LIQUORS INC.,Grocery Store,Risk 2 (Medium),5958 S RACINE AVE ,IL,60636.0,Canvass,41.785207890167655,-87.65479262521927,Fail
NICKY'S CHINESE FOOD,Restaurant,Risk 1 (High),5231 S WOODLAWN AVE ,IL,60615.0,Canvass Re-Inspection,41.79995222840709,-87.59650591702139,Pass
EPIPHANY ELEMENTARY SCHOOL,School,Risk 1 (High),4223 W 25TH ST ,IL,60623.0,Canvass,41.84588739482061,-87.7304937058811,Fail
